step,t,LJ1.pos_target,LJ1.pos_commanded,LJ1.pos_actual,LJ2.pos_target,LJ2.pos_commanded,LJ2.pos_actual,LJ3.pos_target,LJ3.pos_commanded,LJ3.pos_actual,LJ4.pos_target,LJ4.pos_commanded,LJ4.pos_actual,LJ5.pos_target,LJ5.pos_commanded,LJ5.pos_actual,LJ6.pos_target,LJ6.pos_commanded,LJ6.pos_actual,LJ7.pos_target,LJ7.pos_commanded,LJ7.pos_actual,LJ8.pos_target,LJ8.pos_commanded,LJ8.pos_actual,RJ1.pos_target,RJ1.pos_commanded,RJ1.pos_actual,RJ2.pos_target,RJ2.pos_commanded,RJ2.pos_actual,RJ3.pos_target,RJ3.pos_commanded,RJ3.pos_actual,RJ4.pos_target,RJ4.pos_commanded,RJ4.pos_actual,RJ5.pos_target,RJ5.pos_commanded,RJ5.pos_actual,RJ6.pos_target,RJ6.pos_commanded,RJ6.pos_actual,RJ7.pos_target,RJ7.pos_commanded,RJ7.pos_actual,RJ8.pos_target,RJ8.pos_commanded,RJ8.pos_actual
20,0.6721169948577881,-0.010120446793735027,-0.010120446793735027,-0.006294346532387252,-8.168969543476123e-06,-8.168969543476123e-06,0.0001907377737087046,0.005437653046101332,0.005437653046101332,0.018501564049744346,4.332052412792109e-05,4.332052412792109e-05,0.008201724269474298,-0.0008989704074338078,-0.0008989704074338078,-0.0036240177004653873,-5.4674183047609404e-05,-5.4674183047609404e-05,-0.022697795071335847,5.022263394494075e-06,5.022263394494075e-06,-0.007438773174639479,-1.1755,-1.1755,-1.078622110322728,-0.07686732280460795,-0.07686732280460795,-0.07724879835202536,0.018883039597161755,0.018883039597161755,0.019264515144579164,0.05855649652857231,0.05855649652857231,0.05855649652857231,0.06504158083466827,0.06504158083466827,0.06504158083466827,-0.11158159761959219,-0.11158159761959219,-0.1119630731670096,0.08564126039520836,0.08564126039520836,0.08564126039520836,0.05931944762340713,0.05931944762340713,0.05970092317082454,-0.0005722133211261138,-0.0005722133211261138,0.010872053101396162
21,0.7055377960205078,-0.010698365978896618,-0.010698365978896618,-0.008583199816891707,-8.16776264400687e-06,-8.16776264400687e-06,0.0001907377737087046,0.005747412797063589,0.005747412797063589,0.018501564049744346,4.332283424446359e-05,4.332283424446359e-05,0.008201724269474298,-0.0009002774604596198,-0.0009002774604596198,-0.003242542153047978,-5.467523442348465e-05,-5.467523442348465e-05,-0.022697795071335847,4.9725726967153605e-06,4.9725726967153605e-06,-0.007438773174639479,-1.1755,-1.1755,-1.0790035858701454,-0.07686732280460795,-0.07686732280460795,-0.07724879835202536,0.018883039597161755,0.018883039597161755,0.018883039597161755,0.05855649652857231,0.05855649652857231,0.05855649652857231,0.06504158083466827,0.06504158083466827,0.06504158083466827,-0.11158159761959219,-0.11158159761959219,-0.1119630731670096,0.08564126039520836,0.08564126039520836,0.08564126039520836,0.05931944762340713,0.05931944762340713,0.05970092317082454,-0.0005722133211261138,-0.0005722133211261138,0.010872053101396162
22,0.73883056640625,-0.011276548728346825,-0.011276548728346825,-0.008964675364309116,-8.166559382516425e-06,-8.166559382516425e-06,0.0001907377737087046,0.006057389546185732,0.006057389546185732,0.018501564049744346,4.332516255090013e-05,4.332516255090013e-05,0.008201724269474298,-0.000901282939594239,-0.000901282939594239,-0.0036240177004653873,-5.46761293662712e-05,-5.46761293662712e-05,-0.022697795071335847,4.9240761654800735e-06,4.9240761654800735e-06,-0.00705729762722207,-1.1755,-1.1755,-1.0790035858701454,-0.07686732280460795,-0.07686732280460795,-0.07724879835202536,0.018883039597161755,0.018883039597161755,0.019264515144579164,0.05855649652857231,0.05855649652857231,0.05855649652857231,0.06504158083466827,0.06504158083466827,0.06504158083466827,-0.11158159761959219,-0.11158159761959219,-0.1119630731670096,0.08564126039520836,0.08564126039520836,0.08564126039520836,0.05931944762340713,0.05931944762340713,0.05970092317082454,-0.0005722133211261138,-0.0005722133211261138,0.010872053101396162
23,0.7722678184509277,-0.011854827404022217,-0.011854827404022217,-0.010872053101396162,-8.165358849510085e-06,-8.165358849510085e-06,0.0001907377737087046,0.006367563270032406,0.006367563270032406,0.018501564049744346,4.3327509047230706e-05,4.3327509047230706e-05,0.008201724269474298,-0.0009020673460327089,-0.0009020673460327089,-0.003242542153047978,-5.4677031585015357e-05,-5.4677031585015357e-05,-0.023079270618753256,4.862523383053485e-06,4.862523383053485e-06,-0.007438773174639479,-1.1755,-1.1755,-1.0790035858701454,-0.07686732280460795,-0.07686732280460795,-0.07724879835202536,0.018883039597161755,0.018883039597161755,0.018883039597161755,0.05855649652857231,0.05855649652857231,0.05855649652857231,0.06504158083466827,0.06504158083466827,0.06504158083466827,-0.11158159761959219,-0.11158159761959219,-0.1119630731670096,0.08564126039520836,0.08564126039520836,0.08564126039520836,0.05931944762340713,0.05931944762340713,0.05970092317082454,-0.0005722133211261138,-0.0005722133211261138,0.010872053101396162
24,0.8057911396026611,-0.012433222495019436,-0.012433222495019436,-0.01163500419623098,-8.164158316503745e-06,-8.164158316503745e-06,0.0001907377737087046,0.006677853874862194,0.006677853874862194,0.018501564049744346,4.3329837353667244e-05,4.3329837353667244e-05,0.008201724269474298,-0.0009026881889440119,-0.0009026881889440119,-0.003242542153047978,-5.467790469992906e-05,-5.467790469992906e-05,-0.023079270618753256,4.828708370041568e-06,4.828708370041568e-06,-0.007438773174639479,-1.1755,-1.1755,-1.078622110322728,-0.07686732280460795,-0.07686732280460795,-0.07724879835202536,0.018883039597161755,0.018883039597161755,0.018883039597161755,0.05855649652857231,0.05855649652857231,0.05855649652857231,0.06504158083466827,0.06504158083466827,0.06504158083466827,-0.11158159761959219,-0.11158159761959219,-0.1119630731670096,0.08564126039520836,0.08564126039520836,0.08564126039520836,0.05931944762340713,0.05931944762340713,0.05970092317082454,-0.0005722133211261138,-0.0005722133211261138,0.010872053101396162
25,0.8390505313873291,-0.013011710718274117,-0.013011710718274117,-0.01163500419623098,-8.163771781255491e-06,-8.163771781255491e-06,0.0001907377737087046,0.006988213397562504,0.006988213397562504,0.018501564049744346,4.3329684558557346e-05,4.3329684558557346e-05,0.008201724269474298,-0.0009031679946929216,-0.0009031679946929216,-0.003242542153047978,-5.4668704251525924e-05,-5.4668704251525924e-05,-0.022697795071335847,4.7735161388118286e-06,4.7735161388118286e-06,-0.00705729762722207,-1.1755,-1.1755,-1.0790035858701454,-0.07686732280460795,-0.07686732280460795,-0.07724879835202536,0.018883039597161755,0.018883039597161755,0.019264515144579164,0.05855649652857231,0.05855649652857231,0.05855649652857231,0.06504158083466827,0.06504158083466827,0.06504158083466827,-0.11158159761959219,-0.11158159761959219,-0.1119630731670096,0.08564126039520836,0.08564126039520836,0.08564126039520836,0.05931944762340713,0.05931944762340713,0.05970092317082454,-0.0005722133211261138,-0.0005722133211261138,0.010872053101396162
26,0.8724849224090576,-0.013590121641755104,-0.013590121641755104,-0.01163500419623098,-8.16262763692066e-06,-8.16262763692066e-06,0.0001907377737087046,0.0072986772283911705,0.0072986772283911705,0.018501564049744346,4.3331936467438936e-05,4.3331936467438936e-05,0.008201724269474298,-0.000903538370039314,-0.000903538370039314,-0.0036240177004653873,-5.466959555633366e-05,-5.466959555633366e-05,-0.022697795071335847,4.764360710396431e-06,4.764360710396431e-06,-0.007438773174639479,-1.1755,-1.1755,-1.0790035858701454,-0.07686732280460795,-0.07686732280460795,-0.07724879835202536,0.018883039597161755,0.018883039597161755,0.019264515144579164,0.05855649652857231,0.05855649652857231,0.05855649652857231,0.06504158083466827,0.06504158083466827,0.06504158083466827,-0.11158159761959219,-0.11158159761959219,-0.1119630731670096,0.08564126039520836,0.08564126039520836,0.08564126039520836,0.05931944762340713,0.05931944762340713,0.05970092317082454,-0.0005722133211261138,-0.0005722133211261138,0.010872053101396162
27,0.9058620929718018,-0.014168530702590942,-0.014168530702590942,-0.01201647974364839,-8.161460755218286e-06,-8.161460755218286e-06,0.0001907377737087046,0.007609188556671143,0.007609188556671143,0.018501564049744346,4.3334264773875475e-05,4.3334264773875475e-05,0.008201724269474298,-0.0009038332500495017,-0.0009038332500495017,-0.003242542153047978,-5.467046867124736e-05,-5.467046867124736e-05,-0.023079270618753256,4.717532192444196e-06,4.717532192444196e-06,-0.007438773174639479,-1.1755,-1.1755,-1.0790035858701454,-0.07686732280460795,-0.07686732280460795,-0.07724879835202536,0.018883039597161755,0.018883039597161755,0.018883039597161755,0.05855649652857231,0.05855649652857231,0.05855649652857231,0.06504158083466827,0.06504158083466827,0.06504158083466827,-0.11158159761959219,-0.11158159761959219,-0.1119630731670096,0.08564126039520836,0.08564126039520836,0.08564126039520836,0.05931944762340713,0.05931944762340713,0.05970092317082454,-0.0005722133211261138,-0.0005722133211261138,0.010872053101396162
28,0.9393036365509033,-0.01474696397781372,-0.01474696397781372,-0.01163500419623098,-8.160270226653665e-06,-8.160270226653665e-06,0.0001907377737087046,0.007919765077531338,0.007919765077531338,0.018501564049744346,4.3336593080312014e-05,4.3336593080312014e-05,0.008201724269474298,-0.000904063053894788,-0.000904063053894788,-0.0036240177004653873,-5.4671341786161065e-05,-5.4671341786161065e-05,-0.022697795071335847,4.702667411038419e-06,4.702667411038419e-06,-0.00705729762722207,-1.1755,-1.1755,-1.0790035858701454,-0.07686732280460795,-0.07686732280460795,-0.07724879835202536,0.018883039597161755,0.018883039597161755,0.019264515144579164,0.05855649652857231,0.05855649652857231,0.05855649652857231,0.06504158083466827,0.06504158083466827,0.06504158083466827,-0.11158159761959219,-0.11158159761959219,-0.1119630731670096,0.08564126039520836,0.08564126039520836,0.08564126039520836,0.05931944762340713,0.05931944762340713,0.05970092317082454,-0.0005722133211261138,-0.0005722133211261138,0.010872053101396162
29,0.9725232124328613,-0.015325493179261684,-0.015325493179261684,-0.01163500419623098,-8.167482519638725e-06,-8.167482519638725e-06,0.0001907377737087046,0.008230318315327168,0.008230318315327168,0.018501564049744346,4.3318301322869956e-05,4.3318301322869956e-05,0.008201724269474298,-0.0009042486781254411,-0.0009042486781254411,-0.003242542153047978,-5.4663287301082164e-05,-5.4663287301082164e-05,-0.023079270618753256,4.662571882363409e-06,4.662571882363409e-06,-0.00705729762722207,-1.1755,-1.1755,-1.0790035858701454,-0.07686732280460795,-0.07686732280460795,-0.07724879835202536,0.018883039597161755,0.018883039597161755,0.018883039597161755,0.05855649652857231,0.05855649652857231,0.05855649652857231,0.06504158083466827,0.06504158083466827,0.06504158083466827,-0.11158159761959219,-0.11158159761959219,-0.1119630731670096,0.08564126039520836,0.08564126039520836,0.08564126039520836,0.05931944762340713,0.05931944762340713,0.05931944762340713,-0.0005722133211261138,-0.0005722133211261138,0.010872053101396162
30,1.005988359451294,-0.01590397022664547,-0.01590397022664547,-0.01201647974364839,-8.167470696207602e-06,-8.167470696207602e-06,0.0001907377737087046,0.008540913462638855,0.008540913462638855,0.018501564049744346,4.331672244006768e-05,4.331672244006768e-05,0.008201724269474298,-0.0009043925092555583,-0.0009043925092555583,-0.003242542153047978,-5.4664647905156016e-05,-5.4664647905156016e-05,-0.023079270618753256,4.6864688556524925e-06,4.6864688556524925e-06,-0.00705729762722207,-1.1755,-1.1755,-1.0790035858701454,-0.07686732280460795,-0.07686732280460795,-0.07724879835202536,0.018883039597161755,0.018883039597161755,0.018883039597161755,0.05855649652857231,0.05855649652857231,0.05855649652857231,0.06504158083466827,0.06504158083466827,0.06504158083466827,-0.11158159761959219,-0.11158159761959219,-0.1119630731670096,0.08564126039520836,0.08564126039520836,0.08564126039520836,0.05931944762340713,0.05931944762340713,0.05970092317082454,-0.0005722133211261138,-0.0005722133211261138,0.010872053101396162
31,1.0394887924194336,-0.01648242212831974,-0.01648242212831974,-0.012397955291065799,-8.166792213160079e-06,-8.166792213160079e-06,0.0001907377737087046,0.008851559832692146,0.008851559832692146,0.018501564049744346,4.3323543650330976e-05,4.3323543650330976e-05,0.008201724269474298,-0.0009045017068274319,-0.0009045017068274319,-0.0036240177004653873,-5.466569564305246e-05,-5.466569564305246e-05,-0.023079270618753256,4.6554719119740184e-06,4.6554719119740184e-06,-0.007438773174639479,-1.1755,-1.1755,-1.0790035858701454,-0.07686732280460795,-0.07686732280460795,-0.07724879835202536,0.018883039597161755,0.018883039597161755,0.018883039597161755,0.05855649652857231,0.05855649652857231,0.05855649652857231,0.06504158083466827,0.06504158083466827,0.06504158083466827,-0.11158159761959219,-0.11158159761959219,-0.1119630731670096,0.08564126039520836,0.08564126039520836,0.08564126039520836,0.05931944762340713,0.05931944762340713,0.05970092317082454,-0.0005722133211261138,-0.0005722133211261138,0.010872053101396162
32,1.0727949142456055,-0.017060885205864906,-0.017060885205864906,-0.013923857480735435,-8.165663530235179e-06,-8.165663530235179e-06,0.0001907377737087046,0.009162196889519691,0.009162196889519691,0.018501564049744346,4.3327283492544666e-05,4.3327283492544666e-05,0.008201724269474298,-0.000904590415302664,-0.000904590415302664,-0.003242542153047978,-5.4666550568072125e-05,-5.4666550568072125e-05,-0.023079270618753256,4.652158168028109e-06,4.652158168028109e-06,-0.00705729762722207,-1.1755,-1.1755,-1.0790035858701454,-0.07686732280460795,-0.07686732280460795,-0.07724879835202536,0.018883039597161755,0.018883039597161755,0.018883039597161755,0.05855649652857231,0.05855649652857231,0.05855649652857231,0.06504158083466827,0.06504158083466827,0.06504158083466827,-0.11158159761959219,-0.11158159761959219,-0.1119630731670096,0.08564126039520836,0.08564126039520836,0.08564126039520836,0.05931944762340713,0.05931944762340713,0.05970092317082454,-0.0005722133211261138,-0.0005722133211261138,0.010872053101396162
33,1.1062164306640625,-0.0176392775028944,-0.0176392775028944,-0.014305333028152845,-8.172896741598379e-06,-8.172896741598379e-06,0.0001907377737087046,0.009472810663282871,0.009472810663282871,0.018501564049744346,4.330904266680591e-05,4.330904266680591e-05,0.008201724269474298,-0.0009046671912074089,-0.0009046671912074089,-0.003242542153047978,-5.4658496082993224e-05,-5.4658496082993224e-05,-0.023079270618753256,4.6309874051075894e-06,4.6309874051075894e-06,-0.00705729762722207,-1.1755,-1.1755,-1.078622110322728,-0.07686732280460795,-0.07686732280460795,-0.07724879835202536,0.018883039597161755,0.018883039597161755,0.018883039597161755,0.05855649652857231,0.05855649652857231,0.05855649652857231,0.06504158083466827,0.06504158083466827,0.06504158083466827,-0.11158159761959219,-0.11158159761959219,-0.1119630731670096,0.08564126039520836,0.08564126039520836,0.08564126039520836,0.05931944762340713,0.05931944762340713,0.05970092317082454,-0.0005722133211261138,-0.0005722133211261138,0.010872053101396162
34,1.1395468711853027,-0.01821759343147278,-0.01821759343147278,-0.014686808575570254,-8.180970326066017e-06,-8.180970326066017e-06,0.0001907377737087046,0.009783415123820305,0.009783415123820305,0.018501564049744346,4.328201248426922e-05,4.328201248426922e-05,0.008201724269474298,-0.0009047371568158269,-0.0009047371568158269,-0.003242542153047978,-5.465077265398577e-05,-5.465077265398577e-05,-0.022697795071335847,4.6287159420899116e-06,4.6287159420899116e-06,-0.00705729762722207,-1.1755,-1.1755,-1.0790035858701454,-0.07686732280460795,-0.07686732280460795,-0.07724879835202536,0.018883039597161755,0.018883039597161755,0.019264515144579164,0.05855649652857231,0.05855649652857231,0.05855649652857231,0.06504158083466827,0.06504158083466827,0.06504158083466827,-0.11158159761959219,-0.11158159761959219,-0.1119630731670096,0.08564126039520836,0.08564126039520836,0.08564126039520836,0.05931944762340713,0.05931944762340713,0.05970092317082454,-0.0005722133211261138,-0.0005722133211261138,0.010872053101396162
35,1.1729731559753418,-0.018795864656567574,-0.018795864656567574,-0.015449759670405072,-8.189218533516396e-06,-8.189218533516396e-06,0.0001907377737087046,0.010093978606164455,0.010093978606164455,0.018501564049744346,4.3254658521618694e-05,4.3254658521618694e-05,0.008201724269474298,-0.0009047866333276033,-0.0009047866333276033,-0.003242542153047978,-5.4643085604766384e-05,-5.4643085604766384e-05,-0.022697795071335847,4.613170858647209e-06,4.613170858647209e-06,-0.007438773174639479,-1.1755,-1.1755,-1.0790035858701454,-0.07686732280460795,-0.07686732280460795,-0.07724879835202536,0.018883039597161755,0.018883039597161755,0.018883039597161755,0.05855649652857231,0.05855649652857231,0.05855649652857231,0.06504158083466827,0.06504158083466827,0.06504158083466827,-0.11158159761959219,-0.11158159761959219,-0.1119630731670096,0.08564126039520836,0.08564126039520836,0.08564126039520836,0.05931944762340713,0.05931944762340713,0.05970092317082454,-0.0005722133211261138,-0.0005722133211261138,0.010872053101396162
36,1.2064006328582764,-0.019374053925275803,-0.019374053925275803,-0.0165941863126573,-8.197524039132986e-06,-8.197524039132986e-06,0.0001907377737087046,0.010404566302895546,0.010404566302895546,0.018501564049744346,4.322866152506322e-05,4.322866152506322e-05,0.008201724269474298,-0.0009048295323736966,-0.0009048295323736966,-0.003242542153047978,-5.463529305416159e-05,-5.463529305416159e-05,-0.022697795071335847,4.600834472512361e-06,4.600834472512361e-06,-0.00705729762722207,-1.1755,-1.1755,-1.0790035858701454,-0.07686732280460795,-0.07686732280460795,-0.07724879835202536,0.018883039597161755,0.018883039597161755,0.019264515144579164,0.05855649652857231,0.05855649652857231,0.05855649652857231,0.06504158083466827,0.06504158083466827,0.06504158083466827,-0.11158159761959219,-0.11158159761959219,-0.1119630731670096,0.08564126039520836,0.08564126039520836,0.08564126039520836,0.05931944762340713,0.05931944762340713,0.05970092317082454,-0.0005722133211261138,-0.0005722133211261138,0.010872053101396162
37,1.239795446395874,-0.01995229534804821,-0.01995229534804821,-0.0165941863126573,-8.205834092223085e-06,-8.205834092223085e-06,0.0001907377737087046,0.01071521732956171,0.01071521732956171,0.018501564049744346,4.320134030422196e-05,4.320134030422196e-05,0.008201724269474298,-0.0009048725478351116,-0.0009048725478351116,-0.003242542153047978,-5.462760600494221e-05,-5.462760600494221e-05,-0.023079270618753256,4.596405688062077e-06,4.596405688062077e-06,-0.00705729762722207,-1.1755,-1.1755,-1.0790035858701454,-0.07686732280460795,-0.07686732280460795,-0.07724879835202536,0.018883039597161755,0.018883039597161755,0.018883039597161755,0.05855649652857231,0.05855649652857231,0.05855649652857231,0.06504158083466827,0.06504158083466827,0.06504158083466827,-0.11158159761959219,-0.11158159761959219,-0.1119630731670096,0.08564126039520836,0.08564126039520836,0.08564126039520836,0.05931944762340713,0.05931944762340713,0.05970092317082454,-0.0005722133211261138,-0.0005722133211261138,0.010872053101396162
38,1.2731409072875977,-0.020530611276626587,-0.020530611276626587,-0.01697566186007471,-8.214406989281997e-06,-8.214406989281997e-06,0.0001907377737087046,0.011025745421648026,0.011025745421648026,0.018501564049744346,4.3174113670829684e-05,4.3174113670829684e-05,0.008201724269474298,-0.0009048914071172476,-0.0009048914071172476,-0.003242542153047978,-5.462046101456508e-05,-5.462046101456508e-05,-0.023079270618753256,4.5948431761644315e-06,4.5948431761644315e-06,-0.00705729762722207,-1.1755,-1.1755,-1.0790035858701454,-0.07686732280460795,-0.07686732280460795,-0.07724879835202536,0.018883039597161755,0.018883039597161755,0.018883039597161755,0.05855649652857231,0.05855649652857231,0.05855649652857231,0.06504158083466827,0.06504158083466827,0.06504158083466827,-0.11158159761959219,-0.11158159761959219,-0.1119630731670096,0.08564126039520836,0.08564126039520836,0.08564126039520836,0.05931944762340713,0.05931944762340713,0.05970092317082454,-0.0005722133211261138,-0.0005722133211261138,0.010872053101396162
39,1.306553840637207,-0.021108923479914665,-0.021108923479914665,-0.01697566186007471,-8.214636181946844e-06,-8.214636181946844e-06,0.0001907377737087046,0.01133631356060505,0.01133631356060505,0.018501564049744346,4.317137791076675e-05,4.317137791076675e-05,0.008201724269474298,-0.0009049017680808902,-0.0009049017680808902,-0.003242542153047978,-5.46219089301303e-05,-5.46219089301303e-05,-0.023079270618753256,4.587268449540716e-06,4.587268449540716e-06,-0.00705729762722207,-1.1755,-1.1755,-1.0790035858701454,-0.07686732280460795,-0.07686732280460795,-0.07763027389944277,0.018883039597161755,0.018883039597161755,0.019264515144579164,0.05855649652857231,0.05855649652857231,0.05855649652857231,0.06504158083466827,0.06504158083466827,0.06504158083466827,-0.11158159761959219,-0.11158159761959219,-0.1119630731670096,0.08564126039520836,0.08564126039520836,0.08564126039520836,0.05931944762340713,0.05931944762340713,0.05970092317082454,-0.0005722133211261138,-0.0005722133211261138,0.010872053101396162
40,1.3399622440338135,-0.021687250584363937,-0.021687250584363937,-0.017357137407492118,-8.213763067033142e-06,-8.213763067033142e-06,0.0001907377737087046,0.011646916158497334,0.011646916158497334,0.018501564049744346,4.317874845582992e-05,4.317874845582992e-05,0.008201724269474298,-0.0009049123618751764,-0.0009049123618751764,-0.003242542153047978,-5.4622381867375225e-05,-5.4622381867375225e-05,-0.023079270618753256,4.6055010898271576e-06,4.6055010898271576e-06,-0.00705729762722207,-1.1755,-1.1755,-1.0790035858701454,-0.07686732280460795,-0.07686732280460795,-0.07724879835202536,0.018883039597161755,0.018883039597161755,0.018883039597161755,0.05855649652857231,0.05855649652857231,0.05855649652857231,0.06504158083466827,0.06504158083466827,0.06504158083466827,-0.11158159761959219,-0.11158159761959219,-0.1119630731670096,0.08564126039520836,0.08564126039520836,0.08564126039520836,0.05931944762340713,0.05931944762340713,0.05970092317082454,-0.0005722133211261138,-0.0005722133211261138,0.010872053101396162
41,1.3734862804412842,-0.022265508770942688,-0.022265508770942688,-0.017357137407492118,-8.212968168663792e-06,-8.212968168663792e-06,0.0001907377737087046,0.011957435868680477,0.011957435868680477,0.018501564049744346,4.318606443121098e-05,4.318606443121098e-05,0.008201724269474298,-0.0009049218497239053,-0.0009049218497239053,-0.0036240177004653873,-5.4623407777398825e-05,-5.4623407777398825e-05,-0.023079270618753256,4.592047844198532e-06,4.592047844198532e-06,-0.00705729762722207,-1.1755,-1.1755,-1.0790035858701454,-0.07686732280460795,-0.07686732280460795,-0.07724879835202536,0.018883039597161755,0.018883039597161755,0.018883039597161755,0.05855649652857231,0.05855649652857231,0.05855649652857231,0.06504158083466827,0.06504158083466827,0.06504158083466827,-0.11158159761959219,-0.11158159761959219,-0.1119630731670096,0.08564126039520836,0.08564126039520836,0.08564126039520836,0.05931944762340713,0.05931944762340713,0.05970092317082454,-0.0005722133211261138,-0.0005722133211261138,0.010872053101396162
42,1.406656265258789,-0.022843727841973305,-0.022843727841973305,-0.017357137407492118,-8.212113243644126e-06,-8.212113243644126e-06,0.0001907377737087046,0.01226798351854086,0.01226798351854086,0.018501564049744346,4.3191848817514256e-05,4.3191848817514256e-05,0.008201724269474298,-0.0009049408254213631,-0.0009049408254213631,-0.003242542153047978,-5.46245246368926e-05,-5.46245246368926e-05,-0.023079270618753256,4.591787728713825e-06,4.591787728713825e-06,-0.00705729762722207,-1.1755,-1.1755,-1.0790035858701454,-0.07686732280460795,-0.07686732280460795,-0.07724879835202536,0.018883039597161755,0.018883039597161755,0.018883039597161755,0.05855649652857231,0.05855649652857231,0.05855649652857231,0.06504158083466827,0.06504158083466827,0.06504158083466827,-0.11158159761959219,-0.11158159761959219,-0.1119630731670096,0.08564126039520836,0.08564126039520836,0.08564126039520836,0.05931944762340713,0.05931944762340713,0.05970092317082454,-0.0005722133211261138,-0.0005722133211261138,0.010872053101396162
43,1.4401679039001465,-0.023421907797455788,-0.023421907797455788,-0.017738612954909527,-8.21095090941526e-06,-8.21095090941526e-06,0.0001907377737087046,0.012578551657497883,0.012578551657497883,0.018501564049744346,4.3196916521992534e-05,4.3196916521992534e-05,0.008201724269474298,-0.0009049467043951154,-0.0009049467043951154,-0.0036240177004653873,-5.462530316435732e-05,-5.462530316435732e-05,-0.023079270618753256,4.578569132718258e-06,4.578569132718258e-06,-0.00705729762722207,-1.1755,-1.1755,-1.0790035858701454,-0.07686732280460795,-0.07686732280460795,-0.07763027389944277,0.018883039597161755,0.018883039597161755,0.018883039597161755,0.05855649652857231,0.05855649652857231,0.05855649652857231,0.06504158083466827,0.06504158083466827,0.06504158083466827,-0.11158159761959219,-0.11158159761959219,-0.1119630731670096,0.08564126039520836,0.08564126039520836,0.08564126039520836,0.05931944762340713,0.05931944762340713,0.05970092317082454,-0.0005722133211261138,-0.0005722133211261138,0.010872053101396162
44,1.4735186100006104,-0.024000084027647972,-0.024000084027647972,-0.017738612954909527,-8.210085979953874e-06,-8.210085979953874e-06,0.0001907377737087046,0.012889060191810131,0.012889060191810131,0.018501564049744346,4.3204170651733875e-05,4.3204170651733875e-05,0.008201724269474298,-0.0009049700456671417,-0.0009049700456671417,-0.003242542153047978,-5.462632907438092e-05,-5.462632907438092e-05,-0.023079270618753256,4.58100703326636e-06,4.58100703326636e-06,-0.00705729762722207,-1.1755,-1.1755,-1.0790035858701454,-0.07686732280460795,-0.07686732280460795,-0.07724879835202536,0.018883039597161755,0.018883039597161755,0.018883039597161755,0.05855649652857231,0.05855649652857231,0.05855649652857231,0.06504158083466827,0.06504158083466827,0.06504158083466827,-0.11158159761959219,-0.11158159761959219,-0.1119630731670096,0.08564126039520836,0.08564126039520836,0.08564126039520836,0.05931944762340713,0.05931944762340713,0.05970092317082454,-0.0005722133211261138,-0.0005722133211261138,0.010872053101396162
45,1.5068604946136475,-0.024578288197517395,-0.024578288197517395,-0.018501564049744346,-8.209221050492488e-06,-8.209221050492488e-06,0.0001907377737087046,0.013199519366025925,0.013199519366025925,0.018501564049744346,4.320995503803715e-05,4.320995503803715e-05,0.008201724269474298,-0.0009049905929714441,-0.0009049905929714441,-0.0036240177004653873,-5.4627445933874696e-05,-5.4627445933874696e-05,-0.022697795071335847,4.564333266898757e-06,4.564333266898757e-06,-0.00705729762722207,-1.1755,-1.1755,-1.0790035858701454,-0.07686732280460795,-0.07686732280460795,-0.07724879835202536,0.018883039597161755,0.018883039597161755,0.018883039597161755,0.05855649652857231,0.05855649652857231,0.05855649652857231,0.06504158083466827,0.06504158083466827,0.06504158083466827,-0.11158159761959219,-0.11158159761959219,-0.1119630731670096,0.08564126039520836,0.08564126039520836,0.08564126039520836,0.05931944762340713,0.05931944762340713,0.05970092317082454,-0.0005722133211261138,-0.0005722133211261138,0.010872053101396162
46,1.540346622467041,-0.025156445801258087,-0.025156445801258087,-0.020027466239413982,-8.20805780676892e-06,-8.20805780676892e-06,0.0001907377737087046,0.013509970158338547,0.013509970158338547,0.018501564049744346,4.321502274251543e-05,4.321502274251543e-05,0.008201724269474298,-0.0009049904765561223,-0.0009049904765561223,-0.003242542153047978,-5.4628224461339414e-05,-5.4628224461339414e-05,-0.022697795071335847,4.566461029753555e-06,4.566461029753555e-06,-0.00705729762722207,-1.1755,-1.1755,-1.0790035858701454,-0.07686732280460795,-0.07686732280460795,-0.07724879835202536,0.018883039597161755,0.018883039597161755,0.018883039597161755,0.05855649652857231,0.05855649652857231,0.05855649652857231,0.06504158083466827,0.06504158083466827,0.06504158083466827,-0.11158159761959219,-0.11158159761959219,-0.1119630731670096,0.08564126039520836,0.08564126039520836,0.08564126039520836,0.05931944762340713,0.05931944762340713,0.05970092317082454,-0.0005722133211261138,-0.0005722133211261138,0.010872053101396162
